Level,Teritorija,Starost,Spol,Ukupno,Ne školuje se ,Predškolsko obrazovanje  ,Osnovna škola  ,Srednja škola  ,Specijalizacija poslije srednje škole  ,Viša škola ,Stari program - Osnovne akademske studije,Stari program - Specijalističke studije,Stari program - Magistarske studije,Stari program - Doktorske studije,Program po Bolonji - Studij I ciklusa,Program po Bolonji - Studij II ciklusa,Program po Bolonji - Studij integrisanog I i II ciklusa,Program po Bolonji - Studij III ciklusa,,,
1,"FEDERACIJA BOSNE I HERCEGOVINE 
FEDERATION OF BOSNIA AND HERZEGOVINA",17,"Ženski/ 
Female",17068,2025,-,82,14800,46,36,15,-,-,-,61,-,3,-,,,
1,"FEDERACIJA BOSNE I HERCEGOVINE 
FEDERATION OF BOSNIA AND HERZEGOVINA",18,"Ukupno/ 
Total",33903,11526,-,78,15521,273,627,594,-,-,-,5134,-,150,-,,,
1,"FEDERACIJA BOSNE I HERCEGOVINE 
FEDERATION OF BOSNIA AND HERZEGOVINA",18,"Muški/ 
Male",17312,6712,-,42,7644,153,278,254,-,-,-,2166,-,63,-,,,
1,"FEDERACIJA BOSNE I HERCEGOVINE 
FEDERATION OF BOSNIA AND HERZEGOVINA",18,"Ženski/ 
Female",16591,4814,-,36,7877,120,349,340,-,-,-,2968,-,87,-,,,
1,"FEDERACIJA BOSNE I HERCEGOVINE 
FEDERATION OF BOSNIA AND HERZEGOVINA",19,"Ukupno/ 
Total",27137,13620,-,26,1342,355,1101,1039,-,-,-,9302,-,352,-,,,
1,"FEDERACIJA BOSNE I HERCEGOVINE 
FEDERATION OF BOSNIA AND HERZEGOVINA",19,"Muški/ 
Male",14024,7816,-,14,796,193,484,452,-,-,-,4126,-,143,-,,,
1,"FEDERACIJA BOSNE I HERCEGOVINE 
FEDERATION OF BOSNIA AND HERZEGOVINA",19,"Ženski/ 
Female",13113,5804,-,12,546,162,617,587,-,-,-,5176,-,209,-,,,
1,"FEDERACIJA BOSNE I HERCEGOVINE 
FEDERATION OF BOSNIA AND HERZEGOVINA",20,"Ukupno/ 
Total",25325,13455,-,17,395,265,991,930,52,117,-,8426,344,333,-,,,
1,"FEDERACIJA BOSNE I HERCEGOVINE 
FEDERATION OF BOSNIA AND HERZEGOVINA",20,"Muški/ 
Male",13053,7801,-,9,234,136,450,413,32,44,-,3657,153,124,-,,,
1,"FEDERACIJA BOSNE I HERCEGOVINE 
FEDERATION OF BOSNIA AND HERZEGOVINA",20,"Ženski/ 
Female",12272,5654,-,8,161,129,541,517,20,73,-,4769,191,209,-,,,
1,"FEDERACIJA BOSNE I HERCEGOVINE 
FEDERATION OF BOSNIA AND HERZEGOVINA",21,"Ukupno/ 
Total",29600,16238,-,25,287,239,1024,1133,48,255,-,8975,898,478,-,,,
1,"FEDERACIJA BOSNE I HERCEGOVINE 
FEDERATION OF BOSNIA AND HERZEGOVINA",21,"Muški/ 
Male",14849,9183,-,11,153,110,433,481,23,102,-,3861,318,174,-,,,
1,"FEDERACIJA BOSNE I HERCEGOVINE 
FEDERATION OF BOSNIA AND HERZEGOVINA",21,"Ženski/ 
Female",14751,7055,-,14,134,129,591,652,25,153,-,5114,580,304,-,,,
1,"FEDERACIJA BOSNE I HERCEGOVINE 
FEDERATION OF BOSNIA AND HERZEGOVINA",22,"Ukupno/ 
Total",32119,18988,-,32,174,221,942,1163,83,367,36,7605,1829,468,211,,,
1,"FEDERACIJA BOSNE I HERCEGOVINE 
FEDERATION OF BOSNIA AND HERZEGOVINA",22,"Muški/ 
Male",16459,10669,-,22,97,126,439,491,37,129,18,3525,651,176,79,,,
1,"FEDERACIJA BOSNE I HERCEGOVINE 
FEDERATION OF BOSNIA AND HERZEGOVINA",22,"Ženski/ 
Female",15660,8319,-,10,77,95,503,672,46,238,18,4080,1178,292,132,,,
1,"FEDERACIJA BOSNE I HERCEGOVINE 
FEDERATION OF BOSNIA AND HERZEGOVINA",23,"Ukupno/ 
Total",31990,20912,-,18,124,169,688,926,85,545,49,5476,2337,448,213,,,
1,"FEDERACIJA BOSNE I HERCEGOVINE 
FEDERATION OF BOSNIA AND HERZEGOVINA",23,"Muški/ 
Male",16474,11422,-,8,78,93,345,453,42,204,16,2635,905,173,100,,,
1,"FEDERACIJA BOSNE I HERCEGOVINE 
FEDERATION OF BOSNIA AND HERZEGOVINA",23,"Ženski/ 
Female",15516,9490,-,10,46,76,343,473,43,341,33,2841,1432,275,113,,,
1,"FEDERACIJA BOSNE I HERCEGOVINE 
FEDERATION OF BOSNIA AND HERZEGOVINA",24,"Ukupno/ 
Total",31868,23022,-,24,117,138,556,907,76,552,72,3808,2069,326,201,,,
1,"FEDERACIJA BOSNE I HERCEGOVINE 
FEDERATION OF BOSNIA AND HERZEGOVINA",24,"Muški/ 
Male",16268,12176,-,12,62,88,284,431,34,212,30,1901,803,148,87,,,
1,"FEDERACIJA BOSNE I HERCEGOVINE 
FEDERATION OF BOSNIA AND HERZEGOVINA",24,"Ženski/ 
Female",15600,10846,-,12,55,50,272,476,42,340,42,1907,1266,178,114,,,
1,"FEDERACIJA BOSNE I HERCEGOVINE 
FEDERATION OF BOSNIA AND HERZEGOVINA",25-29,"Ukupno/ 
Total",164203,139472,-,65,452,535,1610,4091,461,2351,482,8462,4880,572,770,,,
1,"FEDERACIJA BOSNE I HERCEGOVINE 
FEDERATION OF BOSNIA AND HERZEGOVINA",25-29,"Muški/ 
Male",84119,72036,-,32,266,340,829,1972,189,1014,226,4477,2133,248,357,,,
1,"FEDERACIJA BOSNE I HERCEGOVINE 
FEDERATION OF BOSNIA AND HERZEGOVINA",25-29,"Ženski/ 
Female",80084,67436,-,33,186,195,781,2119,272,1337,256,3985,2747,324,413,,,
1,"FEDERACIJA BOSNE I HERCEGOVINE 
FEDERATION OF BOSNIA AND HERZEGOVINA",30-34,"Ukupno/ 
Total",160988,148748,-,67,369,304,890,2587,594,2054,596,2811,1389,173,406,,,
1,"FEDERACIJA BOSNE I HERCEGOVINE 
FEDERATION OF BOSNIA AND HERZEGOVINA",30-34,"Muški/ 
Male",81932,75859,-,31,202,196,432,1340,263,939,265,1482,674,80,169,,,
1,"FEDERACIJA BOSNE I HERCEGOVINE 
FEDERATION OF BOSNIA AND HERZEGOVINA",30-34,"Ženski/ 
Female",79056,72889,-,36,167,108,458,1247,331,1115,331,1329,715,93,237,,,
1,"FEDERACIJA BOSNE I HERCEGOVINE 
FEDERATION OF BOSNIA AND HERZEGOVINA",35-39,"Ukupno/ 
Total",157715,150651,-,99,354,251,513,1119,370,1307,520,1458,771,73,229,,,
1,"FEDERACIJA BOSNE I HERCEGOVINE 
FEDERATION OF BOSNIA AND HERZEGOVINA",35-39,"Muški/ 
Male",78939,75400,-,45,174,163,260,535,139,700,274,740,355,31,123,,,
1,"FEDERACIJA BOSNE I HERCEGOVINE 
FEDERATION OF BOSNIA AND HERZEGOVINA",35-39,"Ženski/ 
Female",78776,75251,-,54,180,88,253,584,231,607,246,718,416,42,106,,,
1,"FEDERACIJA BOSNE I HERCEGOVINE 
FEDERATION OF BOSNIA AND HERZEGOVINA",40-44,"Ukupno/ 
Total",154830,150977,-,78,234,156,293,485,122,733,363,720,479,54,136,,,
1,"FEDERACIJA BOSNE I HERCEGOVINE 
FEDERATION OF BOSNIA AND HERZEGOVINA",40-44,"Muški/ 
Male",77122,75085,-,28,116,93,170,244,56,407,199,387,234,27,76,,,
1,"FEDERACIJA BOSNE I HERCEGOVINE 
FEDERATION OF BOSNIA AND HERZEGOVINA",40-44,"Ženski/ 
Female",77708,75892,-,50,118,63,123,241,66,326,164,333,245,27,60,,,
1,"FEDERACIJA BOSNE I HERCEGOVINE 
FEDERATION OF BOSNIA AND HERZEGOVINA",45-49,"Ukupno/ 
Total",167109,164772,-,85,185,121,191,268,106,488,247,321,209,42,74,,,
1,"FEDERACIJA BOSNE I HERCEGOVINE 
FEDERATION OF BOSNIA AND HERZEGOVINA",45-49,"Muški/ 
Male",82594,81337,-,29,98,85,100,131,43,274,142,168,120,25,42,,,
1,"FEDERACIJA BOSNE I HERCEGOVINE 
FEDERATION OF BOSNIA AND HERZEGOVINA",45-49,"Ženski/ 
Female",84515,83435,-,56,87,36,91,137,63,214,105,153,89,17,32,,,
1,"FEDERACIJA BOSNE I HERCEGOVINE 
FEDERATION OF BOSNIA AND HERZEGOVINA","50 i više/ 
50 and over","Ukupno/ 
Total",744644,741729,-,254,394,174,342,235,132,502,373,260,153,27,69,,,
1,"FEDERACIJA BOSNE I HERCEGOVINE 
FEDERATION OF BOSNIA AND HERZEGOVINA","50 i više/ 
50 and over","Muški/ 
Male",339743,338010,-,100,221,128,221,131,66,327,264,135,82,15,43,,,
1,"FEDERACIJA BOSNE I HERCEGOVINE 
FEDERATION OF BOSNIA AND HERZEGOVINA","50 i više/ 
50 and over","Ženski/ 
Female",404901,403719,-,154,173,46,121,104,66,175,109,125,71,12,26,,,
2,"UNSKO-SANSKI KANTON                                  
UNA-SANA CANTON","Ukupno/ 
Total","Ukupno/ 
Total",273261,216504,1451,29496,14799,574,1449,1014,189,623,195,5664,926,178,199,,,
2,"UNSKO-SANSKI KANTON                                  
UNA-SANA CANTON","Ukupno/ 
Total","Muški/ 
Male",135304,106669,716,15154,7576,310,680,486,77,319,106,2632,404,79,96,,,
2,"UNSKO-SANSKI KANTON                                  
UNA-SANA CANTON","Ukupno/ 
Total","Ženski/ 
Female",137957,109835,735,14342,7223,264,769,528,112,304,89,3032,522,99,103,,,
2,"UNSKO-SANSKI KANTON                                  
UNA-SANA CANTON",0 - 2,"Ukupno/ 
Total",8548,8548,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
2,"UNSKO-SANSKI KANTON                                  
UNA-SANA CANTON",0 - 2,"Muški/ 
Male",4448,4448,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
2,"UNSKO-SANSKI KANTON                                  
UNA-SANA CANTON",0 - 2,"Ženski/ 
Female",4100,4100,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
2,"UNSKO-SANSKI KANTON                                  
UNA-SANA CANTON",3,"Ukupno/ 
Total",3078,2704,374,-,-,-,-,-,-,-,-,-,-,-,-,,,
2,"UNSKO-SANSKI KANTON                                  
UNA-SANA CANTON",3,"Muški/ 
Male",1583,1410,173,-,-,-,-,-,-,-,-,-,-,-,-,,,
2,"UNSKO-SANSKI KANTON                                  
UNA-SANA CANTON",3,"Ženski/ 
Female",1495,1294,201,-,-,-,-,-,-,-,-,-,-,-,-,,,
2,"UNSKO-SANSKI KANTON                                  
UNA-SANA CANTON",4,"Ukupno/ 
Total",3179,2734,445,-,-,-,-,-,-,-,-,-,-,-,-,,,
2,"UNSKO-SANSKI KANTON                                  
UNA-SANA CANTON",4,"Muški/ 
Male",1598,1380,218,-,-,-,-,-,-,-,-,-,-,-,-,,,
2,"UNSKO-SANSKI KANTON                                  
UNA-SANA CANTON",4,"Ženski/ 
Female",1581,1354,227,-,-,-,-,-,-,-,-,-,-,-,-,,,
2,"UNSKO-SANSKI KANTON                                  
UNA-SANA CANTON",5,"Ukupno/ 
Total",3277,2503,451,323,-,-,-,-,-,-,-,-,-,-,-,,,
2,"UNSKO-SANSKI KANTON                                  
UNA-SANA CANTON",5,"Muški/ 
Male",1618,1227,227,164,-,-,-,-,-,-,-,-,-,-,-,,,
2,"UNSKO-SANSKI KANTON                                  
UNA-SANA CANTON",5,"Ženski/ 
Female",1659,1276,224,159,-,-,-,-,-,-,-,-,-,-,-,,,
2,"UNSKO-SANSKI KANTON                                  
UNA-SANA CANTON",6,"Ukupno/ 
Total",3117,211,181,2725,-,-,-,-,-,-,-,-,-,-,-,,,
2,"UNSKO-SANSKI KANTON                                  
UNA-SANA CANTON",6,"Muški/ 
Male",1625,99,98,1428,-,-,-,-,-,-,-,-,-,-,-,,,
2,"UNSKO-SANSKI KANTON                                  
UNA-SANA CANTON",6,"Ženski/ 
Female",1492,112,83,1297,-,-,-,-,-,-,-,-,-,-,-,,,
2,"UNSKO-SANSKI KANTON                                  
UNA-SANA CANTON",7,"Ukupno/ 
Total",3091,89,-,3002,-,-,-,-,-,-,-,-,-,-,-,,,
2,"UNSKO-SANSKI KANTON                                  
UNA-SANA CANTON",7,"Muški/ 
Male",1601,47,-,1554,-,-,-,-,-,-,-,-,-,-,-,,,
2,"UNSKO-SANSKI KANTON                                  
UNA-SANA CANTON",7,"Ženski/ 
Female",1490,42,-,1448,-,-,-,-,-,-,-,-,-,-,-,,,
2,"UNSKO-SANSKI KANTON                                  
UNA-SANA CANTON",8,"Ukupno/ 
Total",3125,39,-,3086,-,-,-,-,-,-,-,-,-,-,-,,,
2,"UNSKO-SANSKI KANTON                                  
UNA-SANA CANTON",8,"Muški/ 
Male",1582,21,-,1561,-,-,-,-,-,-,-,-,-,-,-,,,
2,"UNSKO-SANSKI KANTON                                  
UNA-SANA CANTON",8,"Ženski/ 
Female",1543,18,-,1525,-,-,-,-,-,-,-,-,-,-,-,,,
2,"UNSKO-SANSKI KANTON                                  
UNA-SANA CANTON",9,"Ukupno/ 
Total",3167,48,-,3119,-,-,-,-,-,-,-,-,-,-,-,,,
2,"UNSKO-SANSKI KANTON                                  
UNA-SANA CANTON",9,"Muški/ 
Male",1636,30,-,1606,-,-,-,-,-,-,-,-,-,-,-,,,
2,"UNSKO-SANSKI KANTON                                  
UNA-SANA CANTON",9,"Ženski/ 
Female",1531,18,-,1513,-,-,-,-,-,-,-,-,-,-,-,,,
2,"UNSKO-SANSKI KANTON                                  
UNA-SANA CANTON",10,"Ukupno/ 
Total",3270,37,-,3233,-,-,-,-,-,-,-,-,-,-,-,,,
2,"UNSKO-SANSKI KANTON                                  
UNA-SANA CANTON",10,"Muški/ 
Male",1649,21,-,1628,-,-,-,-,-,-,-,-,-,-,-,,,
2,"UNSKO-SANSKI KANTON                                  
UNA-SANA CANTON",10,"Ženski/ 
Female",1621,16,-,1605,-,-,-,-,-,-,-,-,-,-,-,,,
2,"UNSKO-SANSKI KANTON                                  
UNA-SANA CANTON",11,"Ukupno/ 
Total",3327,30,-,3297,-,-,-,-,-,-,-,-,-,-,-,,,
2,"UNSKO-SANSKI KANTON                                  
UNA-SANA CANTON",11,"Muški/ 
Male",1718,19,-,1699,-,-,-,-,-,-,-,-,-,-,-,,,
2,"UNSKO-SANSKI KANTON                                  
UNA-SANA CANTON",11,"Ženski/ 
Female",1609,11,-,1598,-,-,-,-,-,-,-,-,-,-,-,,,
2,"UNSKO-SANSKI KANTON                                  
UNA-SANA CANTON",12,"Ukupno/ 
Total",3466,36,-,3430,-,-,-,-,-,-,-,-,-,-,-,,,
2,"UNSKO-SANSKI KANTON                                  
UNA-SANA CANTON",12,"Muški/ 
Male",1800,23,-,1777,-,-,-,-,-,-,-,-,-,-,-,,,
2,"UNSKO-SANSKI KANTON                                  
UNA-SANA CANTON",12,"Ženski/ 
Female",1666,13,-,1653,-,-,-,-,-,-,-,-,-,-,-,,,
2,"UNSKO-SANSKI KANTON                                  
UNA-SANA CANTON",13,"Ukupno/ 
Total",3522,50,-,3472,-,-,-,-,-,-,-,-,-,-,-,,,
2,"UNSKO-SANSKI KANTON                                  
UNA-SANA CANTON",13,"Muški/ 
Male",1754,23,-,1731,-,-,-,-,-,-,-,-,-,-,-,,,
2,"UNSKO-SANSKI KANTON                                  
UNA-SANA CANTON",13,"Ženski/ 
Female",1768,27,-,1741,-,-,-,-,-,-,-,-,-,-,-,,,
2,"UNSKO-SANSKI KANTON                                  
UNA-SANA CANTON",14,"Ukupno/ 
Total",3865,68,-,3125,672,-,-,-,-,-,-,-,-,-,-,,,
2,"UNSKO-SANSKI KANTON                                  
UNA-SANA CANTON",14,"Muški/ 
Male",1981,37,-,1633,311,-,-,-,-,-,-,-,-,-,-,,,
2,"UNSKO-SANSKI KANTON                                  
UNA-SANA CANTON",14,"Ženski/ 
Female",1884,31,-,1492,361,-,-,-,-,-,-,-,-,-,-,,,
2,"UNSKO-SANSKI KANTON                                  
UNA-SANA CANTON",15,"Ukupno/ 
Total",4480,308,-,417,3755,-,-,-,-,-,-,-,-,-,-,,,
2,"UNSKO-SANSKI KANTON                                  
UNA-SANA CANTON",15,"Muški/ 
Male",2291,149,-,241,1901,-,-,-,-,-,-,-,-,-,-,,,
2,"UNSKO-SANSKI KANTON                                  
UNA-SANA CANTON",15,"Ženski/ 
Female",2189,159,-,176,1854,-,-,-,-,-,-,-,-,-,-,,,
2,"UNSKO-SANSKI KANTON                                  
UNA-SANA CANTON",16,"Ukupno/ 
Total",5326,515,-,76,4735,-,-,-,-,-,-,-,-,-,-,,,
2,"UNSKO-SANSKI KANTON                                  
UNA-SANA CANTON",16,"Muški/ 
Male",2722,260,-,43,2419,-,-,-,-,-,-,-,-,-,-,,,
2,"UNSKO-SANSKI KANTON                                  
UNA-SANA CANTON",16,"Ženski/ 
Female",2604,255,-,33,2316,-,-,-,-,-,-,-,-,-,-,,,
2,"UNSKO-SANSKI KANTON                                  
UNA-SANA CANTON",17,"Ukupno/ 
Total",4257,768,-,29,3409,13,21,2,-,-,-,14,-,1,-,,,
2,"UNSKO-SANSKI KANTON                                  
UNA-SANA CANTON",17,"Muški/ 
Male",2255,442,-,16,1771,6,13,1,-,-,-,5,-,1,-,,,
2,"UNSKO-SANSKI KANTON                                  
UNA-SANA CANTON",17,"Ženski/ 
Female",2002,326,-,13,1638,7,8,1,-,-,-,9,-,-,-,,,
2,"UNSKO-SANSKI KANTON                                  
UNA-SANA CANTON",18,"Ukupno/ 
Total",3768,1580,-,14,1473,39,121,58,-,-,-,474,-,9,-,,,
2,"UNSKO-SANSKI KANTON                                  
UNA-SANA CANTON",18,"Muški/ 
Male",1924,867,-,6,749,21,49,32,-,-,-,195,-,5,-,,,
2,"UNSKO-SANSKI KANTON                                  
UNA-SANA CANTON",18,"Ženski/ 
Female",1844,713,-,8,724,18,72,26,-,-,-,279,-,4,-,,,
2,"UNSKO-SANSKI KANTON                                  
UNA-SANA CANTON",19,"Ukupno/ 
Total",3497,2033,-,5,273,67,179,107,-,-,-,820,-,13,-,,,
2,"UNSKO-SANSKI KANTON                                  
UNA-SANA CANTON",19,"Muški/ 
Male",1815,1125,-,2,156,35,77,41,-,-,-,374,-,5,-,,,
2,"UNSKO-SANSKI KANTON                                  
UNA-SANA CANTON",19,"Ženski/ 
Female",1682,908,-,3,117,32,102,66,-,-,-,446,-,8,-,,,
2,"UNSKO-SANSKI KANTON                                  
UNA-SANA CANTON",20,"Ukupno/ 
Total",3282,2076,-,4,83,56,165,85,4,8,-,749,35,17,-,,,
2,"UNSKO-SANSKI KANTON                                  
UNA-SANA CANTON",20,"Muški/ 
Male",1702,1164,-,1,49,28,75,37,2,4,-,318,14,10,-,,,
2,"UNSKO-SANSKI KANTON                                  
UNA-SANA CANTON",20,"Ženski/ 
Female",1580,912,-,3,34,28,90,48,2,4,-,431,21,7,-,,,
2,"UNSKO-SANSKI KANTON                                  
UNA-SANA CANTON",21,"Ukupno/ 
Total",3826,2496,-,3,64,50,145,93,9,25,-,859,62,20,-,,,
2,"UNSKO-SANSKI KANTON                                  
UNA-SANA CANTON",21,"Muški/ 
Male",1914,1352,-,3,32,22,74,36,3,11,-,361,15,5,-,,,
2,"UNSKO-SANSKI KANTON                                  
UNA-SANA CANTON",21,"Ženski/ 
Female",1912,1144,-,-,32,28,71,57,6,14,-,498,47,15,-,,,
2,"UNSKO-SANSKI KANTON                                  
UNA-SANA CANTON",22,"Ukupno/ 
Total",4146,2828,-,7,42,46,153,123,5,43,2,742,106,21,28,,,
2,"UNSKO-SANSKI KANTON                                  
UNA-SANA CANTON",22,"Muški/ 
Male",2103,1527,-,5,25,17,69,46,1,14,1,334,47,6,11,,,
2,"UNSKO-SANSKI KANTON                                  
UNA-SANA CANTON",22,"Ženski/ 
Female",2043,1301,-,2,17,29,84,77,4,29,1,408,59,15,17,,,
2,"UNSKO-SANSKI KANTON                                  
UNA-SANA CANTON",23,"Ukupno/ 
Total",4100,3136,-,2,15,29,113,76,6,47,4,503,124,27,18,,,
2,"UNSKO-SANSKI KANTON                                  
UNA-SANA CANTON",23,"Muški/ 
Male",2132,1673,-,2,6,14,60,44,4,19,2,239,46,14,9,,,
2,"UNSKO-SANSKI KANTON                                  
UNA-SANA CANTON",23,"Ženski/ 
Female",1968,1463,-,-,9,15,53,32,2,28,2,264,78,13,9,,,
2,"UNSKO-SANSKI KANTON                                  
UNA-SANA CANTON",24,"Ukupno/ 
Total",4187,3424,-,2,13,30,72,65,13,47,10,351,126,10,24,,,
2,"UNSKO-SANSKI KANTON                                  
UNA-SANA CANTON",24,"Muški/ 
Male",2179,1814,-,2,8,18,33,32,1,17,4,184,51,6,9,,,
2,"UNSKO-SANSKI KANTON                                  
UNA-SANA CANTON",24,"Ženski/ 
Female",2008,1610,-,-,5,12,39,33,12,30,6,167,75,4,15,,,
2,"UNSKO-SANSKI KANTON                                  
UNA-SANA CANTON",25-29,"Ukupno/ 
Total",20912,19054,-,9,59,102,206,212,45,163,39,646,285,38,54,,,
2,"UNSKO-SANSKI KANTON                                  
UNA-SANA CANTON",25-29,"Muški/ 
Male",10851,9905,-,7,34,62,94,106,20,71,15,356,136,15,30,,,
2,"UNSKO-SANSKI KANTON                                  
UNA-SANA CANTON",25-29,"Ženski/ 
Female",10061,9149,-,2,25,40,112,106,25,92,24,290,149,23,24,,,
2,"UNSKO-SANSKI KANTON                                  
UNA-SANA CANTON",30-34,"Ukupno/ 
Total",20676,19815,-,18,53,37,99,91,51,100,51,233,86,7,35,,,
2,"UNSKO-SANSKI KANTON                                  
UNA-SANA CANTON",30-34,"Muški/ 
Male",10676,10230,-,10,27,22,45,57,26,56,20,122,42,4,15,,,
2,"UNSKO-SANSKI KANTON                                  
UNA-SANA CANTON",30-34,"Ženski/ 
Female",10000,9585,-,8,26,15,54,34,25,44,31,111,44,3,20,,,
2,"UNSKO-SANSKI KANTON                                  
UNA-SANA CANTON",35-39,"Ukupno/ 
Total",21564,21007,-,21,47,47,72,47,33,67,22,135,45,4,17,,,
2,"UNSKO-SANSKI KANTON                                  
UNA-SANA CANTON",35-39,"Muški/ 
Male",10867,10571,-,7,24,29,33,26,9,44,18,63,30,2,11,,,
2,"UNSKO-SANSKI KANTON                                  
UNA-SANA CANTON",35-39,"Ženski/ 
Female",10697,10436,-,14,23,18,39,21,24,23,4,72,15,2,6,,,
2,"UNSKO-SANSKI KANTON                                  
UNA-SANA CANTON",40-44,"Ukupno/ 
Total",20687,20379,-,11,36,22,36,22,8,48,20,60,30,5,10,,,
2,"UNSKO-SANSKI KANTON                                  
UNA-SANA CANTON",40-44,"Muški/ 
Male",10236,10070,-,5,20,10,20,9,4,33,10,35,12,3,5,,,
2,"UNSKO-SANSKI KANTON                                  
UNA-SANA CANTON",40-44,"Ženski/ 
Female",10451,10309,-,6,16,12,16,13,4,15,10,25,18,2,5,,,
2,"UNSKO-SANSKI KANTON                                  
UNA-SANA CANTON",45-49,"Ukupno/ 
Total",20701,20470,-,19,21,18,22,19,9,36,15,47,17,5,3,,,
2,"UNSKO-SANSKI KANTON                                  
UNA-SANA CANTON",45-49,"Muški/ 
Male",10261,10138,-,5,10,14,10,12,3,22,10,27,7,3,-,,,
2,"UNSKO-SANSKI KANTON                                  
UNA-SANA CANTON",45-49,"Ženski/ 
Female",10440,10332,-,14,11,4,12,7,6,14,5,20,10,2,3,,,
2,"UNSKO-SANSKI KANTON                                  
UNA-SANA CANTON","50 i više/ 
50 and over","Ukupno/ 
Total",79820,79518,-,47,49,18,45,14,6,39,32,31,10,1,10,,,
2,"UNSKO-SANSKI KANTON                                  
UNA-SANA CANTON","50 i više/ 
50 and over","Muški/ 
Male",36783,36597,-,18,34,12,28,7,4,28,26,19,4,-,6,,,
2,"UNSKO-SANSKI KANTON                                  
UNA-SANA CANTON","50 i više/ 
50 and over","Ženski/ 
Female",43037,42921,-,29,15,6,17,7,2,11,6,12,6,1,4,,,
3,BIHAĆ,"Ukupno/ 
Total","Ukupno/ 
Total",56261,43475,280,5505,3344,73,251,342,66,242,94,2129,337,60,63,,,
3,BIHAĆ,"Ukupno/ 
Total","Muški/ 
Male",27041,20745,133,2748,1726,40,127,160,23,116,53,979,135,25,31,,,
3,BIHAĆ,"Ukupno/ 
Total","Ženski/ 
Female",29220,22730,147,2757,1618,33,124,182,43,126,41,1150,202,35,32,,,
3,BIHAĆ,0 - 2,"Ukupno/ 
Total",1571,1571,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
3,BIHAĆ,0 - 2,"Muški/ 
Male",834,834,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
3,BIHAĆ,0 - 2,"Ženski/ 
Female",737,737,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
3,BIHAĆ,3,"Ukupno/ 
Total",542,466,76,-,-,-,-,-,-,-,-,-,-,-,-,,,
3,BIHAĆ,3,"Muški/ 
Male",279,241,38,-,-,-,-,-,-,-,-,-,-,-,-,,,
3,BIHAĆ,3,"Ženski/ 
Female",263,225,38,-,-,-,-,-,-,-,-,-,-,-,-,,,
3,BIHAĆ,4,"Ukupno/ 
Total",539,447,92,-,-,-,-,-,-,-,-,-,-,-,-,,,
3,BIHAĆ,4,"Muški/ 
Male",248,210,38,-,-,-,-,-,-,-,-,-,-,-,-,,,
3,BIHAĆ,4,"Ženski/ 
Female",291,237,54,-,-,-,-,-,-,-,-,-,-,-,-,,,
3,BIHAĆ,5,"Ukupno/ 
Total",576,419,92,65,-,-,-,-,-,-,-,-,-,-,-,,,
3,BIHAĆ,5,"Muški/ 
Male",276,193,47,36,-,-,-,-,-,-,-,-,-,-,-,,,
3,BIHAĆ,5,"Ženski/ 
Female",300,226,45,29,-,-,-,-,-,-,-,-,-,-,-,,,
3,BIHAĆ,6,"Ukupno/ 
Total",556,22,20,514,-,-,-,-,-,-,-,-,-,-,-,,,
3,BIHAĆ,6,"Muški/ 
Male",292,13,10,269,-,-,-,-,-,-,-,-,-,-,-,,,
3,BIHAĆ,6,"Ženski/ 
Female",264,9,10,245,-,-,-,-,-,-,-,-,-,-,-,,,
3,BIHAĆ,7,"Ukupno/ 
Total",567,12,-,555,-,-,-,-,-,-,-,-,-,-,-,,,
3,BIHAĆ,7,"Muški/ 
Male",291,8,-,283,-,-,-,-,-,-,-,-,-,-,-,,,
3,BIHAĆ,7,"Ženski/ 
Female",276,4,-,272,-,-,-,-,-,-,-,-,-,-,-,,,
3,BIHAĆ,8,"Ukupno/ 
Total",543,7,-,536,-,-,-,-,-,-,-,-,-,-,-,,,
3,BIHAĆ,8,"Muški/ 
Male",273,4,-,269,-,-,-,-,-,-,-,-,-,-,-,,,
3,BIHAĆ,8,"Ženski/ 
Female",270,3,-,267,-,-,-,-,-,-,-,-,-,-,-,,,
3,BIHAĆ,9,"Ukupno/ 
Total",564,5,-,559,-,-,-,-,-,-,-,-,-,-,-,,,
3,BIHAĆ,9,"Muški/ 
Male",284,2,-,282,-,-,-,-,-,-,-,-,-,-,-,,,
3,BIHAĆ,9,"Ženski/ 
Female",280,3,-,277,-,-,-,-,-,-,-,-,-,-,-,,,
3,BIHAĆ,10,"Ukupno/ 
Total",583,1,-,582,-,-,-,-,-,-,-,-,-,-,-,,,
3,BIHAĆ,10,"Muški/ 
Male",273,-,-,273,-,-,-,-,-,-,-,-,-,-,-,,,
3,BIHAĆ,10,"Ženski/ 
Female",310,1,-,309,-,-,-,-,-,-,-,-,-,-,-,,,
3,BIHAĆ,11,"Ukupno/ 
Total",636,8,-,628,-,-,-,-,-,-,-,-,-,-,-,,,
3,BIHAĆ,11,"Muški/ 
Male",318,4,-,314,-,-,-,-,-,-,-,-,-,-,-,,,
3,BIHAĆ,11,"Ženski/ 
Female",318,4,-,314,-,-,-,-,-,-,-,-,-,-,-,,,
